Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
KJ473798,0.107344632768362,Miniopterus bat coronavirus HKU8,Alphacoronavirus,Alphacoronavirus,28755,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.","26262818, 27125516",China,Miniopterus fuliginosus,unknown,2013,"BtMf-AlphaCoV/HuB2013, complete genome",Miniopterus bat coronavirus HKU8,187007
KP202848,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28611,"Hu,W., Yu,Q., Zhu,L., Liu,H., Zhao,S., He,K., Yang,Q.","",China,Sus scrofa,unknown,3/7/2013,"Transmissible gastroenteritis virus isolate SHXB, complete genome",Alphacoronavirus 1,9823
KJ435285,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27643,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,12/28/2012,"Infectious bronchitis virus strain ck/CH/LSD/121228, complete genome",Avian coronavirus,9031
KC461237,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29357,"Phillips,J.E., Hilt,D.A., Jackwood,M.W., Phillips,J.",23996606,USA,Felis catus,unknown,2011,"Feline infectious peritonitis virus isolate FCoVWSU791146_P50, complete genome",Alphacoronavirus 1,9685
KC461235,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29357,"Phillips,J.E., Hilt,D.A., Jackwood,M.W., Phillips,J.",23996606,USA,Felis catus,unknown,2011,"Feline infectious peritonitis virus isolate FCoVWSU791146_P1, complete genome",Alphacoronavirus 1,9685
KF663559,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27700,"Zhou,S., Tang,M., Jiang,Y., Chen,X., Shen,X., Li,J., Dai,Y., Zou,J., You,S.",24682939,China,Gallus gallus,unknown,2012-06,"Infectious bronchitis virus isolate ck/CH/IBTZ/2012, complete genome",Avian coronavirus,9031
KF530112,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27395,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.","","USA: Nashville, TN",Homo sapiens,unknown,11/21/2001,"Human coronavirus NL63 strain NL63/human/USA/0111-25/2001, complete genome",Human coronavirus NL63,9606
KC962433,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28580,"Hu,X. Jr., Li,N. Jr., Tian,Z. Jr., Yin,X. Jr., Qu,L., Qu,J., Hu,X., Tian,Z.",25890036,China,Sus scrofa,unknown,5/5/2012,"Transmissible gastroenteritis virus isolate TGEV-HX, complete genome",Alphacoronavirus 1,9823
KC175339,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29270,"Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Regan,A., Wentworth,D.E., Whittaker,G.","",Germany,Canis lupus familiaris,unknown,1971,"Canine coronavirus strain 171, complete genome",Alphacoronavirus 1,9615
JQ977697,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27708,"Hong,S.M., Kwon,H.J., Kim,I.H., Mo,M.L., Kim,J.H.",23202499,South Korea,Gallus gallus,unknown,2008,"Infectious bronchitis virus isolate SNU8067, complete genome",Avian coronavirus,9031
JQ765564,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27469,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,3/1/2009,"Human coronavirus NL63 strain NL63/DEN/2009/14, complete genome",Human coronavirus NL63,9606
JQ765570,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27469,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,1/19/2005,"Human coronavirus NL63 strain NL63/DEN/2005/235, complete genome",Human coronavirus NL63,9606
JQ765565,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27469,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,2/13/2009,"Human coronavirus NL63 strain NL63/DEN/2009/15, complete genome",Human coronavirus NL63,9606
JQ765563,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27469,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,3/16/2009,"Human coronavirus NL63 strain NL63/DEN/2009/9, complete genome",Human coronavirus NL63,9606
JQ765569,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27469,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,1/18/2005,"Human coronavirus NL63 strain NL63/DEN/2005/232, complete genome",Human coronavirus NL63,9606
JF705860,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27673,"Yao,S., Liu,X., Zhao,S., Wang,X., Zhou,X.","",China,Anas platyrhynchos,unknown,2004-05,"Duck coronavirus isolate DK/CH/HN/ZZ2004, complete genome",Avian coronavirus,8839
GU393332,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27591,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,USA,Gallus gallus,unknown,1992,"Infectious bronchitis virus serotype Delaware 072, complete genome",Avian coronavirus,9031
GU393333,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27616,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,USA,Gallus gallus,unknown,1971,"Infectious bronchitis virus serotype FL18288, complete genome",Avian coronavirus,9031
JF893452,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27681,"Feng,J., Hu,Y., Ma,Z., Yu,Q., Zhao,J., Liu,X., Zhang,G.",23171741,China,Gallus gallus,unknown,2005,"Infectious bronchitis virus isolate YN, complete genome",Avian coronavirus,9031
FJ904720,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27474,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1965,"Infectious bronchitis virus strain Mass41 1965, complete genome",Avian coronavirus,9031
FJ904723,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27474,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1985,"Infectious bronchitis virus strain Mass41 1985, complete genome",Avian coronavirus,9031
HQ462571,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28597,"Xie,L., An,K., Guo,S., Zhong,H., Fang,L., Xiao,S.","",China,Sus scrofa,unknown,"","Transmissible gastroenteritis virus strain WH-1, complete genome",Alphacoronavirus 1,9823
GQ504720,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27652,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1981,"Infectious bronchitis virus strain Arkansas DPI, complete genome",Avian coronavirus,9031
FJ755618,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28569,"Wang,C., Chen,J., Shi,H., Qiu,H., Xue,F., Liu,C., Zhu,Y., Liu,S., Almazan,F., Enjuanes,L., Feng,L.",20229183,China,Sus scrofa,unknown,1973,"Transmissible gastroenteritis virus strain H16, complete genome",Alphacoronavirus 1,9823
FJ376619,0.107344632768362,Bulbul coronavirus HKU11,Deltacoronavirus,Deltacoronavirus,26487,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",18971277,Hong Kong,Pycnonotus jocosus,unknown,2007-01,"Bulbul coronavirus HKU11-934, complete genome",Bulbul coronavirus HKU11,182897
EU526388,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27715,"Liu,X.L., Su,J.L., Zhao,J.X., Zhang,G.Z., Liu,X., Zhao,J., Zhang,G.",18770015,China,Gallus gallus,unknown,"","Infectious bronchitis virus strain A2, complete genome",Avian coronavirus,9031
DQ445912,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27535,"Pyrc,K., Dijkman,R., Deng,L., Jebbink,M.F., Ross,H.A., Berkhout,B., van der Hoek,L.",17054987,Netherlands,Homo sapiens,oronasopharynx,"","Human coronavirus NL63 isolate Amsterdam 496, complete genome",Human coronavirus NL63,9606
DQ811785,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28542,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Stollar,S., Janies,D., Hadya,N., Tang,Y., Ghedin,E., Saif,L.",17023013,USA:Ohio,Sus scrofa,unknown,"","TGEV Miller M6, complete genome",Alphacoronavirus 1,9823
MN315264,0.101694915254237,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27937,"Sun,P., Wang,Z., Li,J., Fan,Y., Wang,J., Li,Y.","",China,Sus scrofa,unknown,9/30/2018,"Porcine epidemic diarrhea virus strain AH-2018-HF1, complete genome",Porcine epidemic diarrhea virus,9823
MN599049,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27666,"Goraichuk,I.V., Davis,J.F., Kulkarni,A.B., Afonso,C.L., Suarez,D.L.","",USA,Gallus gallus,unknown,7/31/2015,"Infectious bronchitis virus isolate GA/1476/2015, complete genome",Avian coronavirus,9031
MK937830,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27485,"Sheng,J., Ren,M., Xu,L., Ma,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,"","Infectious bronchitis virus strain M41, complete genome",Avian coronavirus,9031
MG738154,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27669,"Suwaibah,M., Tan,S.W., Ideris,A., Mohd Yusoff,K., Omar,A.R.","",Malaysia,Gallus gallus,unknown,2014,"Infectious bronchitis virus isolate IBS037A/2014, complete genome",Avian coronavirus,9031
MG913343,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27605,"Taniwaki,S.A., Hora,A.S., Berg,M., Brandao,P.E.","",Brazil,Gallus gallus,oronasopharynx,2013,"Avian coronavirus isolate AvCoV/Gallus gallus/Brazil/sample 22/2013, complete genome",Avian coronavirus,9031
MG812376,0.101694915254237,Sparrow deltacoronavirus,Deltacoronavirus,Deltacoronavirus,25796,"Chen,Q., Wang,L., Yang,C., Zheng,Y., Gauger,P.C., Anderson,T., Harmon,K.M., Zhang,J., Yoon,K.J., Main,R.G., Li,G.",29872066,USA: IL,Passeridae,feces,2017,"Sparrow deltacoronavirus strain ISU690-7, complete genome",Sparrow deltacoronavirus,
MG448607,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27675,"Jiang,L., Xu,L., Chen,Y., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2012,"Infectious bronchitis virus strain ck/CH/LHB/121042, complete genome",Avian coronavirus,9031
KY776701,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27620,"Zhao,W., Jiang,L., Chen,Y., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2017,"Infectious bronchitis virus strain gammaCoV/ck/China/I0108/17, complete genome",Avian coronavirus,9031
KU900741,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27684,"Hong,S.M., Kwon,H.J., Choi,K.S., Kim,J.H., Hong,S.-M., Kwon,H.-J., Kim,J.-H.",28116527,South Korea,Gallus gallus,unknown,2009,"Infectious bronchitis virus strain SNU-9106, complete genome",Avian coronavirus,9031
KX236005,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27657,"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2008,"Infectious bronchitis virus strain ck/CH/LJL/08-1, complete genome",Avian coronavirus,9031
KX252779,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27684,"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2006,"Infectious bronchitis virus strain ck/CH/LLN/06I, complete genome",Avian coronavirus,9031
KX348114,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27687,"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2005,"Infectious bronchitis virus strain ck/CH/LDL/05III, complete genome",Avian coronavirus,9031
KX083668,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28580,"Bai,Y.","",China,Sus scrofa,unknown,2015,"Transmissible gastroenteritis virus isolate HE-1, complete genome",Alphacoronavirus 1,9823
KP780179,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27403,"Franzo,G., Listorti,V., Naylor,C.J., Lupini,C., Laconi,A., Felice,V., Drigo,M., Catelli,E., Cecchinato,M., Naylor,C.",26191621,Italy,Gallus gallus,embryo,5/13/2013,"Infectious bronchitis virus strain gammaCoV/Ck/Italy/I2022/13, complete genome",Avian coronavirus,9031
KP662631,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27388,"Abolnik,C.",25843648,South Africa,Gallus gallus,allantoic fluid,6/1/2011,"Infectious bronchitis virus isolate ck/ZA/3665/11, complete genome",Avian coronavirus,9031
KC461236,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29357,"Phillips,J.E., Hilt,D.A., Jackwood,M.W., Phillips,J.",23996606,USA,Felis catus,unknown,2011,"Feline infectious peritonitis virus isolate FCoVWSU791146_P8, complete genome",Alphacoronavirus 1,9685
KC008600,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27701,"Li,M., Wei,P., He,K.","",China,Gallus gallus,unknown,1985,"Infectious bronchitis virus, complete genome",Avian coronavirus,9031
KC013541,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27718,"Liu,X., Ma,H., Xu,Q., Sun,N., Han,Z., Sun,C., Guo,H., Shao,Y., Kong,X., Liu,S., Xu,Y., Chen,J.",23182435,China,Gallus gallus,unknown,7/12/2012,"Infectious bronchitis virus strain Ck/CH/LGD/120723, complete genome",Avian coronavirus,9031
KC119407,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27718,"Liu,X., Ma,H., Xu,Q., Sun,N., Han,Z., Sun,C., Guo,H., Shao,Y., Kong,X., Liu,S., Xu,Y., Chen,J.",23182435,China,Gallus gallus,unknown,7/20/2012,"Infectious bronchitis virus strain Ck/CH/LGD/120724, complete genome",Avian coronavirus,9031
JX195177,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27692,"Zhao,F., Ma,H.J., Liu,X.L., Guo,H.B., Han,Z.X., Yan,B.L., Shao,Y.H., Sun,C.Y., Kong,X.G., Liu,S.W.","",China,Gallus gallus,unknown,1997,"Infectious bronchitis virus strain ck/CH/LDL/97I substrain P5, complete genome",Avian coronavirus,9031
HM776941,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28580,"Hou,Y., Yue,X., Cai,X., Wang,S., Liu,Y., Yuan,C., Cui,L., Hua,X., Yang,Z., Xing,R.",23043168,China,Sus scrofa,"feces, abdominal cavity",2009,"Transmissible gastroenteritis virus isolate AYU, complete genome",Alphacoronavirus 1,9823
FJ904717,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27632,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1972,"Infectious bronchitis virus strain Conn46 1972, complete genome",Avian coronavirus,9031
FJ904716,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27629,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1966,"Infectious bronchitis virus strain Conn46 1996, complete genome",Avian coronavirus,9031
FJ904719,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27632,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1991,"Infectious bronchitis virus strain Conn46 1991, complete genome",Avian coronavirus,9031
JF330898,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27675,"Ma,H., Han,Z., Shao,Y., Sun,C., Liu,X., Guo,H., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2010,"Infectious bronchitis virus strain ck/CH/LHB/100801, complete genome",Avian coronavirus,9031
GQ504724,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27475,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1941,"Infectious bronchitis virus strain Massachusetts, complete genome",Avian coronavirus,9031
GQ504725,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27451,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1941,"Infectious bronchitis virus strain Mass41 Vaccine, complete genome",Avian coronavirus,9031
GQ504721,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27620,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1981,"Infectious bronchitis virus strain Arkansas Vaccine, complete genome",Avian coronavirus,9031
GQ152141,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28897,"Hsieh,L.E., Lin,C.N., Su,B.L., Jan,T.R., Chen,C.M., Wang,C.H., Lin,D.S., Lin,C.T., Chueh,L.L., Chang,R.Y.",20603153,Taiwan,Felis catus,lung,2007-09,"Feline coronavirus strain FCoV/NTU156/P/2007, complete genome",Alphacoronavirus 1,9685
FJ376622,0.101694915254237,Munia coronavirus HKU13,Deltacoronavirus,Deltacoronavirus,26552,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",18971277,Hong Kong,Lonchura striata,unknown,2007-04,"Munia coronavirus HKU13-3514, complete genome",Munia coronavirus HKU13,40157
EU111742,0.101694915254237,Beluga whale coronavirus SW1,Gammacoronavirus,Gammacoronavirus,31686,"Mihindukulasuriya,K.A., Wu,G., St Leger,J., Nordhausen,R.W., Wang,D., St. Leger,J.",18353961,"",Delphinapterus leucas,unknown,"","Coronavirus SW1, complete genome",Beluga whale coronavirus SW1,9749
DQ811787,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,27550,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Stollar,S., Janies,D., Hadya,N., Tang,Y., Ghedin,E., Saif,L.",17023013,USA:Indiana,Sus scrofa,unknown,"","PRCV ISU-1, complete genome",Alphacoronavirus 1,9823
DQ201447,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28548,"Cheng,J., Liu,J.-X., Wu,R., Li,J.-Q.","","",Sus scrofa,unknown,"","Transmissible gastroenteritis virus strain TS, complete genome",Alphacoronavirus 1,9823
DQ010921,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29147,"Dye,C., Siddell,S.G.",16033972,"",Felis catus,unknown,"","Feline coronavirus strain FIPV 79-1146, complete genome",Alphacoronavirus 1,9685
NC_016992,0.096045197740113,Sparrow coronavirus HKU17,Deltacoronavirus,Deltacoronavirus,26083,"Woo,P.C., Lau,S.K., Lam,C.S., Lau,C.C., Tsang,A.K., Lau,J.H., Bai,R., Teng,J.L., Tsang,C.C., Wang,M., Zheng,B.J., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lau,C.C.Y., Tsang,A.K.L., Lau,J.H.N., Teng,J.L.L., Tsang,C.C.C., Zheng,B.-J., Chan,K.-H., Yuen,K.-Y.",22278237,China: Hong Kong,Passer montanus,unknown,2007,"Sparrow coronavirus HKU17, complete genome",Sparrow coronavirus HKU17,9160
