Accession,mean,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
MT184913,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/24/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-26/2020, complete genome",SARS-CoV-2,9606
MT188339,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29783,"Plumb,M., Garfin,J., Wang,X.","",USA: MN,Homo sapiens,unknown,3/9/2020,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN3-MDH3/2020, complete genome",SARS-CoV-2,9606
MT188340,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29845,"Plumb,M., Garfin,J., Wang,X.","",USA: MN,Homo sapiens,unknown,3/7/2020,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN2-MDH2/2020, complete genome",SARS-CoV-2,9606
MT188341,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29835,"Plumb,M., Garfin,J., Wang,X.","",USA: MN,Homo sapiens,unknown,3/5/2020,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN1-MDH1/2020, complete genome",SARS-CoV-2,9606
MT192765,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29829,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.","","USA: CA, San Diego County",Homo sapiens,unknown,3/11/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PC00101P/2020, complete genome",SARS-CoV-2,9606
MT192772,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29891,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.","",Viet Nam: Ho Chi Minh city,Homo sapiens,unknown,1/22/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-01S/2020, complete genome",SARS-CoV-2,9606
MT192773,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29890,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.","",Viet Nam: Ho Chi Minh city,Homo sapiens,unknown,1/22/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-02S/2020, complete genome",SARS-CoV-2,9606
MT198652,99.9621193181818,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29782,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.","",Spain: Valencia,Homo sapiens,lung,3/5/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia003/2020, complete genome",SARS-CoV-2,9606
MT226610,99.774011299435,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29899,"Xu,X., Liao,Y., Wang,L., Zhou,X., Xie,Z., Chen,H., Fan,S., Liu,L., Zheng,H., Jiang,G., Li,Q.","",China,Homo sapiens,oronasopharynx,1/20/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/KMS1/2020, complete genome",SARS-CoV-2,9606
MT233519,99.9621193181818,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29782,"Bracho,M.A., D'Auria,G., Gimeno,C., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.","",Spain: Valencia,Homo sapiens,unknown,2/27/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia5/2020, complete genome",SARS-CoV-2,9606
MT233522,99.5959602272727,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29782,"Bracho,M.A., D'Auria,G., Gimeno,C., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.","",Spain: Valencia,Homo sapiens,unknown,3/2/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia7/2020, complete genome",SARS-CoV-2,9606
MT233523,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29782,"Bracho,M.A., D'Auria,G., Gimeno,C., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.","",Spain: Valencia,Homo sapiens,unknown,3/4/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia8/2020, complete genome",SARS-CoV-2,9606
MT240479,99.9621193181818,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29836,"Javed,A., Niazi,S.K., Ghani,E., Saqib,M., Janjua,H.A., Corman,V.M., Zohaib,A.","",Pakistan: Gilgit,Homo sapiens,oronasopharynx,3/4/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PAK/Gilgit1/2020, complete genome",SARS-CoV-2,9606
MT246449,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29828,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW192/2020, complete genome",SARS-CoV-2,9606
MT246450,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29872,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW193/2020, complete genome",SARS-CoV-2,9606
MT246451,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29868,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW194/2020, complete genome",SARS-CoV-2,9606
MT246452,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29888,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW195/2020, complete genome",SARS-CoV-2,9606
MT246453,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29823,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW196/2020, complete genome",SARS-CoV-2,9606
MT246454,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29892,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW197/2020, complete genome",SARS-CoV-2,9606
MT246455,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29857,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW198/2020, complete genome",SARS-CoV-2,9606
MT246456,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29846,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW199/2020, complete genome",SARS-CoV-2,9606
MT246457,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29843,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW200/2020, complete genome",SARS-CoV-2,9606
MT246458,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29765,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW201/2020, complete genome",SARS-CoV-2,9606
MT246459,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29909,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW202/2020, complete genome",SARS-CoV-2,9606
MT246460,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29917,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW203/2020, complete genome",SARS-CoV-2,9606
MT246461,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29877,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW204/2020, complete genome",SARS-CoV-2,9606
MT246462,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW205/2020, complete genome",SARS-CoV-2,9606
MT246464,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29818,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW207/2020, complete genome",SARS-CoV-2,9606
MT246466,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29897,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW209/2020, complete genome",SARS-CoV-2,9606
MT246467,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29899,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW210/2020, complete genome",SARS-CoV-2,9606
MT246468,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29843,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW211/2020, complete genome",SARS-CoV-2,9606
MT246469,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29869,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW212/2020, complete genome",SARS-CoV-2,9606
MT246470,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29860,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW213/2020, complete genome",SARS-CoV-2,9606
MT246471,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29871,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW214/2020, complete genome",SARS-CoV-2,9606
MT246472,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29810,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW215/2020, complete genome",SARS-CoV-2,9606
MT246473,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29825,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW216/2020, complete genome",SARS-CoV-2,9606
MT246474,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29884,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW217/2020, complete genome",SARS-CoV-2,9606
MT246475,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29877,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW218/2020, complete genome",SARS-CoV-2,9606
MT246476,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29863,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW219/2020, complete genome",SARS-CoV-2,9606
MT246477,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29886,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW220/2020, complete genome",SARS-CoV-2,9606
MT246478,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29889,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW221/2020, complete genome",SARS-CoV-2,9606
MT246479,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29828,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW222/2020, complete genome",SARS-CoV-2,9606
MT246480,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29904,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW223/2020, complete genome",SARS-CoV-2,9606
MT246481,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29873,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW224/2020, complete genome",SARS-CoV-2,9606
MT246482,99.887,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29844,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/15/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW225/2020, complete genome",SARS-CoV-2,9606
MT246484,99.9246666666667,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29870,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/15/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW227/2020, complete genome",SARS-CoV-2,9606
MT246485,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29775,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/15/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW228/2020, complete genome",SARS-CoV-2,9606
MT246486,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29867,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW229/2020, complete genome",SARS-CoV-2,9606
MT246487,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29883,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/15/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW230/2020, complete genome",SARS-CoV-2,9606
MT246488,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29842,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW231/2020, complete genome",SARS-CoV-2,9606
MT246489,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29864,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW232/2020, complete genome",SARS-CoV-2,9606
MT246490,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29850,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/15/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW233/2020, complete genome",SARS-CoV-2,9606
MT246667,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29867,"Thornburg,N., Bradford,R., Rashid,S., Flores,B., Parker,M., Tallon,L., Sadzewicz,L., Ott,S., Vavikolanu,K., Nadendla,S., Sichtig,H.","",USA: WA,Homo sapiens,oronasopharynx,1/19/2020,"Severe acute respiratory syndrome coronavirus 2 strain FDAARGOS_983 isolate 2019-nCoV/USA-WA1/2020, complete genome",SARS-CoV-2,9606
MT251972,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29861,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW236/2020, complete genome",SARS-CoV-2,9606
MT251973,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29871,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW237/2020, complete genome",SARS-CoV-2,9606
MT251974,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29852,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/12/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW238/2020, complete genome",SARS-CoV-2,9606
MT251975,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29875,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW239/2020, complete genome",SARS-CoV-2,9606
MT251976,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29899,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW240/2020, complete genome",SARS-CoV-2,9606
MT251977,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29829,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW234/2020, complete genome",SARS-CoV-2,9606
MT251978,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29905,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW235/2020, complete genome",SARS-CoV-2,9606
MT251979,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29839,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/14/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW241/2020, complete genome",SARS-CoV-2,9606
MT251980,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29845,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW242/2020, complete genome",SARS-CoV-2,9606
MT253706,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29781,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.","","China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",1/22/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-62/2020, complete genome",SARS-CoV-2,9606
